valor_adj_,valor_adj_ift,valor_thr,valor_similarity
10.000000,2.000000,1,0.206021
10.000000,2.000000,1,0.223301
10.000000,2.000000,1,0.678441
10.000000,2.000000,1,0.559628
10.000000,2.000000,1,0.427548
10.000000,2.000000,1,0.556468
10.000000,2.000000,1,0.562905
10.000000,2.000000,1,0.576019
10.000000,2.000000,1,0.227518
10.000000,2.000000,1,0.553862
10.000000,2.000000,2,0.273495
10.000000,2.000000,2,0.260160
10.000000,2.000000,2,0.861798
10.000000,2.000000,2,0.760751
10.000000,2.000000,2,0.646204
10.000000,2.000000,2,0.694893
10.000000,2.000000,2,0.679183
10.000000,2.000000,2,0.741094
10.000000,2.000000,2,0.681914
10.000000,2.000000,2,0.643726
10.000000,2.000000,4,0.614662
10.000000,2.000000,4,0.414744
10.000000,2.000000,4,0.897186
10.000000,2.000000,4,0.839461
10.000000,2.000000,4,0.794655
10.000000,2.000000,4,0.789339
10.000000,2.000000,4,0.919816
10.000000,2.000000,4,0.885914
10.000000,2.000000,4,0.808109
10.000000,2.000000,4,0.820083
10.000000,2.000000,6,0.747478
10.000000,2.000000,6,0.689614
10.000000,2.000000,6,0.868155
10.000000,2.000000,6,0.790844
10.000000,2.000000,6,0.807823
10.000000,2.000000,6,0.790263
10.000000,2.000000,6,0.898054
10.000000,2.000000,6,0.914935
10.000000,2.000000,6,0.819361
10.000000,2.000000,6,0.831228
10.000000,2.000000,8,0.915977
10.000000,2.000000,8,0.774566
10.000000,2.000000,8,0.859796
10.000000,2.000000,8,0.778956
10.000000,2.000000,8,0.789876
10.000000,2.000000,8,0.752378
10.000000,2.000000,8,0.800318
10.000000,2.000000,8,0.913144
10.000000,2.000000,8,0.827096
10.000000,2.000000,8,0.827047
10.000000,2.000000,10,0.944899
10.000000,2.000000,10,0.851870
10.000000,2.000000,10,0.762340
10.000000,2.000000,10,0.761493
10.000000,2.000000,10,0.704793
10.000000,2.000000,10,0.715514
10.000000,2.000000,10,0.764155
10.000000,2.000000,10,0.830388
10.000000,2.000000,10,0.829539
10.000000,2.000000,10,0.827958
10.000000,3.000000,1,0.310516
10.000000,3.000000,1,0.274124
10.000000,3.000000,1,0.818563
10.000000,3.000000,1,0.806415
10.000000,3.000000,1,0.649034
10.000000,3.000000,1,0.739654
10.000000,3.000000,1,0.748857
10.000000,3.000000,1,0.734646
10.000000,3.000000,1,0.581318
10.000000,3.000000,1,0.759118
10.000000,3.000000,2,0.386719
10.000000,3.000000,2,0.460120
10.000000,3.000000,2,0.879391
10.000000,3.000000,2,0.857053
10.000000,3.000000,2,0.764739
10.000000,3.000000,2,0.779115
10.000000,3.000000,2,0.831080
10.000000,3.000000,2,0.880999
10.000000,3.000000,2,0.763993
10.000000,3.000000,2,0.819392
10.000000,3.000000,4,0.879517
10.000000,3.000000,4,0.892618
10.000000,3.000000,4,0.879538
10.000000,3.000000,4,0.846446
10.000000,3.000000,4,0.792362
10.000000,3.000000,4,0.827011
10.000000,3.000000,4,0.862885
10.000000,3.000000,4,0.901413
10.000000,3.000000,4,0.807265
10.000000,3.000000,4,0.825313
10.000000,3.000000,6,0.942855
10.000000,3.000000,6,0.914007
10.000000,3.000000,6,0.794369
10.000000,3.000000,6,0.786010
10.000000,3.000000,6,0.742862
10.000000,3.000000,6,0.754777
10.000000,3.000000,6,0.750286
10.000000,3.000000,6,0.863794
10.000000,3.000000,6,0.815797
10.000000,3.000000,6,0.814904
10.000000,3.000000,8,0.960228
10.000000,3.000000,8,0.894596
10.000000,3.000000,8,0.773442
10.000000,3.000000,8,0.756234
10.000000,3.000000,8,0.711664
10.000000,3.000000,8,0.642642
10.000000,3.000000,8,0.720310
10.000000,3.000000,8,0.768773
10.000000,3.000000,8,0.812215
10.000000,3.000000,8,0.807127
10.000000,3.000000,10,0.961600
10.000000,3.000000,10,0.890612
10.000000,3.000000,10,0.732478
10.000000,3.000000,10,0.744647
10.000000,3.000000,10,0.676139
10.000000,3.000000,10,0.631550
10.000000,3.000000,10,0.703934
10.000000,3.000000,10,0.722482
10.000000,3.000000,10,0.823812
10.000000,3.000000,10,0.792137
10.000000,5.000000,1,0.685581
10.000000,5.000000,1,0.844811
10.000000,5.000000,1,0.885566
10.000000,5.000000,1,0.833680
10.000000,5.000000,1,0.768229
10.000000,5.000000,1,0.820334
10.000000,5.000000,1,0.803350
10.000000,5.000000,1,0.827992
10.000000,5.000000,1,0.793870
10.000000,5.000000,1,0.841884
10.000000,5.000000,2,0.832610
10.000000,5.000000,2,0.899010
10.000000,5.000000,2,0.797777
10.000000,5.000000,2,0.803253
10.000000,5.000000,2,0.744488
10.000000,5.000000,2,0.847728
10.000000,5.000000,2,0.752208
10.000000,5.000000,2,0.844370
10.000000,5.000000,2,0.814173
10.000000,5.000000,2,0.817917
10.000000,5.000000,4,0.907667
10.000000,5.000000,4,0.923515
10.000000,5.000000,4,0.766028
10.000000,5.000000,4,0.774956
10.000000,5.000000,4,0.728382
10.000000,5.000000,4,0.713210
10.000000,5.000000,4,0.741574
10.000000,5.000000,4,0.811491
10.000000,5.000000,4,0.810331
10.000000,5.000000,4,0.791762
10.000000,5.000000,6,0.943649
10.000000,5.000000,6,0.893604
10.000000,5.000000,6,0.696634
10.000000,5.000000,6,0.760682
10.000000,5.000000,6,0.707283
10.000000,5.000000,6,0.658726
10.000000,5.000000,6,0.722052
10.000000,5.000000,6,0.795859
10.000000,5.000000,6,0.809171
10.000000,5.000000,6,0.784937
10.000000,5.000000,8,0.950928
10.000000,5.000000,8,0.887948
10.000000,5.000000,8,0.670675
10.000000,5.000000,8,0.744086
10.000000,5.000000,8,0.667981
10.000000,5.000000,8,0.613914
10.000000,5.000000,8,0.696750
10.000000,5.000000,8,0.730817
10.000000,5.000000,8,0.811810
10.000000,5.000000,8,0.772245
10.000000,5.000000,10,0.948803
10.000000,5.000000,10,0.883003
10.000000,5.000000,10,0.652231
10.000000,5.000000,10,0.727628
10.000000,5.000000,10,0.640995
10.000000,5.000000,10,0.600376
10.000000,5.000000,10,0.676972
10.000000,5.000000,10,0.714896
10.000000,5.000000,10,0.813533
10.000000,5.000000,10,0.765303
10.000000,7.000000,1,0.737771
10.000000,7.000000,1,0.889937
10.000000,7.000000,1,0.824078
10.000000,7.000000,1,0.797680
10.000000,7.000000,1,0.716778
10.000000,7.000000,1,0.831466
10.000000,7.000000,1,0.752596
10.000000,7.000000,1,0.789893
10.000000,7.000000,1,0.809502
10.000000,7.000000,1,0.824695
10.000000,7.000000,2,0.844614
10.000000,7.000000,2,0.905406
10.000000,7.000000,2,0.812431
10.000000,7.000000,2,0.790407
10.000000,7.000000,2,0.724486
10.000000,7.000000,2,0.756049
10.000000,7.000000,2,0.742649
10.000000,7.000000,2,0.787442
10.000000,7.000000,2,0.810098
10.000000,7.000000,2,0.802877
10.000000,7.000000,4,0.914294
10.000000,7.000000,4,0.901720
10.000000,7.000000,4,0.750018
10.000000,7.000000,4,0.761152
10.000000,7.000000,4,0.699994
10.000000,7.000000,4,0.694224
10.000000,7.000000,4,0.725790
10.000000,7.000000,4,0.796477
10.000000,7.000000,4,0.813723
10.000000,7.000000,4,0.788649
10.000000,7.000000,6,0.943554
10.000000,7.000000,6,0.894493
10.000000,7.000000,6,0.702220
10.000000,7.000000,6,0.745404
10.000000,7.000000,6,0.678897
10.000000,7.000000,6,0.628388
10.000000,7.000000,6,0.710128
10.000000,7.000000,6,0.765386
10.000000,7.000000,6,0.808097
10.000000,7.000000,6,0.777078
10.000000,7.000000,8,0.949815
10.000000,7.000000,8,0.886074
10.000000,7.000000,8,0.674391
10.000000,7.000000,8,0.732185
10.000000,7.000000,8,0.649655
10.000000,7.000000,8,0.606855
10.000000,7.000000,8,0.688319
10.000000,7.000000,8,0.722283
10.000000,7.000000,8,0.800922
10.000000,7.000000,8,0.762263
10.000000,7.000000,10,0.947727
10.000000,7.000000,10,0.878174
10.000000,7.000000,10,0.659683
10.000000,7.000000,10,0.713123
10.000000,7.000000,10,0.635944
10.000000,7.000000,10,0.593047
10.000000,7.000000,10,0.671877
10.000000,7.000000,10,0.715064
10.000000,7.000000,10,0.800086
10.000000,7.000000,10,0.749402
25.000000,2.000000,1,0.377560
25.000000,2.000000,1,0.353971
25.000000,2.000000,1,0.752447
25.000000,2.000000,1,0.728041
25.000000,2.000000,1,0.756216
25.000000,2.000000,1,0.740241
25.000000,2.000000,1,0.751360
25.000000,2.000000,1,0.676603
25.000000,2.000000,1,0.672565
25.000000,2.000000,1,0.651677
25.000000,2.000000,2,0.443006
25.000000,2.000000,2,0.405314
25.000000,2.000000,2,0.898802
25.000000,2.000000,2,0.890388
25.000000,2.000000,2,0.818784
25.000000,2.000000,2,0.812851
25.000000,2.000000,2,0.893288
25.000000,2.000000,2,0.748028
25.000000,2.000000,2,0.744108
25.000000,2.000000,2,0.756075
25.000000,2.000000,4,0.687825
25.000000,2.000000,4,0.495707
25.000000,2.000000,4,0.894317
25.000000,2.000000,4,0.854213
25.000000,2.000000,4,0.825157
25.000000,2.000000,4,0.875825
25.000000,2.000000,4,0.924690
25.000000,2.000000,4,0.900460
25.000000,2.000000,4,0.801280
25.000000,2.000000,4,0.836636
25.000000,2.000000,6,0.919421
25.000000,2.000000,6,0.854035
25.000000,2.000000,6,0.886920
25.000000,2.000000,6,0.804744
25.000000,2.000000,6,0.815243
25.000000,2.000000,6,0.872292
25.000000,2.000000,6,0.841265
25.000000,2.000000,6,0.911866
25.000000,2.000000,6,0.817408
25.000000,2.000000,6,0.834750
25.000000,2.000000,8,0.934850
25.000000,2.000000,8,0.872917
25.000000,2.000000,8,0.687771
25.000000,2.000000,8,0.785354
25.000000,2.000000,8,0.790524
25.000000,2.000000,8,0.788472
25.000000,2.000000,8,0.676129
25.000000,2.000000,8,0.833904
25.000000,2.000000,8,0.833102
25.000000,2.000000,8,0.831879
25.000000,2.000000,10,0.964277
25.000000,2.000000,10,0.881663
25.000000,2.000000,10,0.665396
25.000000,2.000000,10,0.771302
25.000000,2.000000,10,0.697338
25.000000,2.000000,10,0.741037
25.000000,2.000000,10,0.634710
25.000000,2.000000,10,0.741885
25.000000,2.000000,10,0.826743
25.000000,2.000000,10,0.827224
25.000000,3.000000,1,0.470733
25.000000,3.000000,1,0.448384
25.000000,3.000000,1,0.886592
25.000000,3.000000,1,0.907040
25.000000,3.000000,1,0.813914
25.000000,3.000000,1,0.847376
25.000000,3.000000,1,0.894279
25.000000,3.000000,1,0.828399
25.000000,3.000000,1,0.768618
25.000000,3.000000,1,0.793903
25.000000,3.000000,2,0.686907
25.000000,3.000000,2,0.551213
25.000000,3.000000,2,0.899396
25.000000,3.000000,2,0.875214
25.000000,3.000000,2,0.798425
25.000000,3.000000,2,0.876248
25.000000,3.000000,2,0.919079
25.000000,3.000000,2,0.887812
25.000000,3.000000,2,0.784172
25.000000,3.000000,2,0.809806
25.000000,3.000000,4,0.898487
25.000000,3.000000,4,0.883569
25.000000,3.000000,4,0.887441
25.000000,3.000000,4,0.799699
25.000000,3.000000,4,0.766392
25.000000,3.000000,4,0.845097
25.000000,3.000000,4,0.824812
25.000000,3.000000,4,0.916057
25.000000,3.000000,4,0.825138
25.000000,3.000000,4,0.843634
25.000000,3.000000,6,0.950096
25.000000,3.000000,6,0.912610
25.000000,3.000000,6,0.713317
25.000000,3.000000,6,0.773345
25.000000,3.000000,6,0.714677
25.000000,3.000000,6,0.773062
25.000000,3.000000,6,0.675305
25.000000,3.000000,6,0.858001
25.000000,3.000000,6,0.827990
25.000000,3.000000,6,0.833999
25.000000,3.000000,8,0.966005
25.000000,3.000000,8,0.890159
25.000000,3.000000,8,0.676824
25.000000,3.000000,8,0.750864
25.000000,3.000000,8,0.688937
25.000000,3.000000,8,0.707813
25.000000,3.000000,8,0.642816
25.000000,3.000000,8,0.766677
25.000000,3.000000,8,0.820280
25.000000,3.000000,8,0.795989
25.000000,3.000000,10,0.965955
25.000000,3.000000,10,0.890960
25.000000,3.000000,10,0.658396
25.000000,3.000000,10,0.735249
25.000000,3.000000,10,0.670593
25.000000,3.000000,10,0.672764
25.000000,3.000000,10,0.480878
25.000000,3.000000,10,0.722920
25.000000,3.000000,10,0.819297
25.000000,3.000000,10,0.782410
25.000000,5.000000,1,0.905998
25.000000,5.000000,1,0.944696
25.000000,5.000000,1,0.903286
25.000000,5.000000,1,0.857248
25.000000,5.000000,1,0.830899
25.000000,5.000000,1,0.863965
25.000000,5.000000,1,0.851375
25.000000,5.000000,1,0.847195
25.000000,5.000000,1,0.833450
25.000000,5.000000,1,0.846245
25.000000,5.000000,2,0.937762
25.000000,5.000000,2,0.928684
25.000000,5.000000,2,0.760825
25.000000,5.000000,2,0.798336
25.000000,5.000000,2,0.778090
25.000000,5.000000,2,0.827115
25.000000,5.000000,2,0.714192
25.000000,5.000000,2,0.819912
25.000000,5.000000,2,0.844776
25.000000,5.000000,2,0.837325
